image_path,class_name,label_idx,crop,disease,is_healthy
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\img_10360.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35,Tomato,Tomato Yellow Leaf Curl Virus,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Spider_mites Two-spotted_spider_mite\img_09060.jpg,Tomato___Spider_mites Two-spotted_spider_mite,33,Tomato,Spider Mites (Two-spotted spider mite),False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Potato___Late_blight\img_05417.jpg,Potato___Late_blight,21,Potato,Late Blight,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___healthy\img_10743.jpg,Tomato___healthy,37,Tomato,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Apple___Apple_scab\img_00004.jpg,Apple___Apple_scab,0,Apple,Apple Scab,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Target_Spot\img_09185.jpg,Tomato___Target_Spot,34,Tomato,Target Spot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Soybean___healthy\img_06227.jpg,Soybean___healthy,24,Soybean,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Corn_(maize)___Common_rust_\img_01470.jpg,Corn_(maize)___Common_rust_,8,Corn (Maize),Common Rust,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Septoria_leaf_spot\img_08743.jpg,Tomato___Septoria_leaf_spot,32,Tomato,Septoria Leaf Spot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Blueberry___healthy\img_00901.jpg,Blueberry___healthy,4,Blueberry,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Raspberry___healthy\img_05518.jpg,Raspberry___healthy,23,Raspberry,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Squash___Powdery_mildew\img_06798.jpg,Squash___Powdery_mildew,25,Squash,Powdery Mildew,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Orange___Haunglongbing_(Citrus_greening)\img_03688.jpg,Orange___Haunglongbing_(Citrus_greening),15,Orange,Haunglongbing (Citrus Greening),False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___healthy\img_10582.jpg,Tomato___healthy,37,Tomato,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Target_Spot\img_09168.jpg,Tomato___Target_Spot,34,Tomato,Target Spot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Orange___Haunglongbing_(Citrus_greening)\img_03303.jpg,Orange___Haunglongbing_(Citrus_greening),15,Orange,Haunglongbing (Citrus Greening),False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Cherry_(including_sour)___Powdery_mildew\img_00972.jpg,Cherry_(including_sour)___Powdery_mildew,5,Cherry,Powdery Mildew,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Tomato_mosaic_virus\img_10555.jpg,Tomato___Tomato_mosaic_virus,36,Tomato,Tomato Mosaic Virus,False
"C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Pepper,_bell___healthy\img_04898.jpg","Pepper,_bell___healthy",19,Pepper (Bell),Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Peach___healthy\img_04522.jpg,Peach___healthy,17,Peach,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Cherry_(including_sour)___Powdery_mildew\img_01024.jpg,Cherry_(including_sour)___Powdery_mildew,5,Cherry,Powdery Mildew,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Corn_(maize)___Northern_Leaf_Blight\img_01802.jpg,Corn_(maize)___Northern_Leaf_Blight,9,Corn (Maize),Northern Leaf Blight,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Bacterial_spot\img_07491.jpg,Tomato___Bacterial_spot,28,Tomato,Bacterial Spot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\img_10078.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35,Tomato,Tomato Yellow Leaf Curl Virus,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Cherry_(including_sour)___healthy\img_01287.jpg,Cherry_(including_sour)___healthy,6,Cherry,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Potato___Early_blight\img_05169.jpg,Potato___Early_blight,20,Potato,Early Blight,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___healthy\img_10699.jpg,Tomato___healthy,37,Tomato,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Apple___Black_rot\img_00185.jpg,Apple___Black_rot,1,Apple,Black Rot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Bacterial_spot\img_07359.jpg,Tomato___Bacterial_spot,28,Tomato,Bacterial Spot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___healthy\img_10744.jpg,Tomato___healthy,37,Tomato,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Apple___Apple_scab\img_00040.jpg,Apple___Apple_scab,0,Apple,Apple Scab,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Leaf_Mold\img_08356.jpg,Tomato___Leaf_Mold,31,Tomato,Leaf Mold,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Late_blight\img_08056.jpg,Tomato___Late_blight,30,Tomato,Late Blight,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Bacterial_spot\img_07476.jpg,Tomato___Bacterial_spot,28,Tomato,Bacterial Spot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Leaf_Mold\img_08442.jpg,Tomato___Leaf_Mold,31,Tomato,Leaf Mold,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Soybean___healthy\img_06410.jpg,Soybean___healthy,24,Soybean,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Soybean___healthy\img_05553.jpg,Soybean___healthy,24,Soybean,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Bacterial_spot\img_07518.jpg,Tomato___Bacterial_spot,28,Tomato,Bacterial Spot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Corn_(maize)___Common_rust_\img_01618.jpg,Corn_(maize)___Common_rust_,8,Corn (Maize),Common Rust,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Cherry_(including_sour)___Powdery_mildew\img_01100.jpg,Cherry_(including_sour)___Powdery_mildew,5,Cherry,Powdery Mildew,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Potato___Late_blight\img_05266.jpg,Potato___Late_blight,21,Potato,Late Blight,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Corn_(maize)___healthy\img_01944.jpg,Corn_(maize)___healthy,10,Corn (Maize),Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Bacterial_spot\img_07653.jpg,Tomato___Bacterial_spot,28,Tomato,Bacterial Spot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Strawberry___healthy\img_07218.jpg,Strawberry___healthy,27,Strawberry,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Soybean___healthy\img_06503.jpg,Soybean___healthy,24,Soybean,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Squash___Powdery_mildew\img_06618.jpg,Squash___Powdery_mildew,25,Squash,Powdery Mildew,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Grape___healthy\img_02847.jpg,Grape___healthy,14,Grape,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\img_10446.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35,Tomato,Tomato Yellow Leaf Curl Virus,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\img_09994.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35,Tomato,Tomato Yellow Leaf Curl Virus,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Orange___Haunglongbing_(Citrus_greening)\img_03957.jpg,Orange___Haunglongbing_(Citrus_greening),15,Orange,Haunglongbing (Citrus Greening),False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Blueberry___healthy\img_00762.jpg,Blueberry___healthy,4,Blueberry,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Squash___Powdery_mildew\img_06626.jpg,Squash___Powdery_mildew,25,Squash,Powdery Mildew,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Septoria_leaf_spot\img_08789.jpg,Tomato___Septoria_leaf_spot,32,Tomato,Septoria Leaf Spot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Orange___Haunglongbing_(Citrus_greening)\img_03092.jpg,Orange___Haunglongbing_(Citrus_greening),15,Orange,Haunglongbing (Citrus Greening),False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\img_10284.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35,Tomato,Tomato Yellow Leaf Curl Virus,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Grape___Esca_(Black_Measles)\img_02366.jpg,Grape___Esca_(Black_Measles),12,Grape,Esca (Black Measles),False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Late_blight\img_08029.jpg,Tomato___Late_blight,30,Tomato,Late Blight,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Grape___healthy\img_02838.jpg,Grape___healthy,14,Grape,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\img_09836.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35,Tomato,Tomato Yellow Leaf Curl Virus,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Corn_(maize)___Northern_Leaf_Blight\img_01831.jpg,Corn_(maize)___Northern_Leaf_Blight,9,Corn (Maize),Northern Leaf Blight,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Soybean___healthy\img_06058.jpg,Soybean___healthy,24,Soybean,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Cherry_(including_sour)___Powdery_mildew\img_01044.jpg,Cherry_(including_sour)___Powdery_mildew,5,Cherry,Powdery Mildew,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Leaf_Mold\img_08284.jpg,Tomato___Leaf_Mold,31,Tomato,Leaf Mold,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Grape___Esca_(Black_Measles)\img_02484.jpg,Grape___Esca_(Black_Measles),12,Grape,Esca (Black Measles),False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Orange___Haunglongbing_(Citrus_greening)\img_03696.jpg,Orange___Haunglongbing_(Citrus_greening),15,Orange,Haunglongbing (Citrus Greening),False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Corn_(maize)___Common_rust_\img_01446.jpg,Corn_(maize)___Common_rust_,8,Corn (Maize),Common Rust,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Late_blight\img_08123.jpg,Tomato___Late_blight,30,Tomato,Late Blight,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Squash___Powdery_mildew\img_06724.jpg,Squash___Powdery_mildew,25,Squash,Powdery Mildew,False
"C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Pepper,_bell___healthy\img_05012.jpg","Pepper,_bell___healthy",19,Pepper (Bell),Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Leaf_Mold\img_08337.jpg,Tomato___Leaf_Mold,31,Tomato,Leaf Mold,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Potato___Early_blight\img_05093.jpg,Potato___Early_blight,20,Potato,Early Blight,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Spider_mites Two-spotted_spider_mite\img_08899.jpg,Tomato___Spider_mites Two-spotted_spider_mite,33,Tomato,Spider Mites (Two-spotted spider mite),False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Septoria_leaf_spot\img_08649.jpg,Tomato___Septoria_leaf_spot,32,Tomato,Septoria Leaf Spot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Soybean___healthy\img_06424.jpg,Soybean___healthy,24,Soybean,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Soybean___healthy\img_05637.jpg,Soybean___healthy,24,Soybean,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___healthy\img_10562.jpg,Tomato___healthy,37,Tomato,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\img_10400.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35,Tomato,Tomato Yellow Leaf Curl Virus,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Corn_(maize)___Northern_Leaf_Blight\img_01769.jpg,Corn_(maize)___Northern_Leaf_Blight,9,Corn (Maize),Northern Leaf Blight,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Orange___Haunglongbing_(Citrus_greening)\img_03921.jpg,Orange___Haunglongbing_(Citrus_greening),15,Orange,Haunglongbing (Citrus Greening),False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Potato___Late_blight\img_05358.jpg,Potato___Late_blight,21,Potato,Late Blight,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Strawberry___Leaf_scorch\img_07068.jpg,Strawberry___Leaf_scorch,26,Strawberry,Leaf Scorch,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Soybean___healthy\img_05717.jpg,Soybean___healthy,24,Soybean,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Apple___healthy\img_00518.jpg,Apple___healthy,3,Apple,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Squash___Powdery_mildew\img_06877.jpg,Squash___Powdery_mildew,25,Squash,Powdery Mildew,False
"C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Pepper,_bell___healthy\img_04992.jpg","Pepper,_bell___healthy",19,Pepper (Bell),Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Soybean___healthy\img_06298.jpg,Soybean___healthy,24,Soybean,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Squash___Powdery_mildew\img_06687.jpg,Squash___Powdery_mildew,25,Squash,Powdery Mildew,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Soybean___healthy\img_06125.jpg,Soybean___healthy,24,Soybean,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Potato___Early_blight\img_05205.jpg,Potato___Early_blight,20,Potato,Early Blight,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\img_10180.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35,Tomato,Tomato Yellow Leaf Curl Virus,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Grape___Esca_(Black_Measles)\img_02529.jpg,Grape___Esca_(Black_Measles),12,Grape,Esca (Black Measles),False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Grape___Esca_(Black_Measles)\img_02428.jpg,Grape___Esca_(Black_Measles),12,Grape,Esca (Black Measles),False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Apple___Black_rot\img_00152.jpg,Apple___Black_rot,1,Apple,Black Rot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Potato___Late_blight\img_05332.jpg,Potato___Late_blight,21,Potato,Late Blight,False
"C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Pepper,_bell___healthy\img_05020.jpg","Pepper,_bell___healthy",19,Pepper (Bell),Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Bacterial_spot\img_07658.jpg,Tomato___Bacterial_spot,28,Tomato,Bacterial Spot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\img_09744.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35,Tomato,Tomato Yellow Leaf Curl Virus,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Grape___Esca_(Black_Measles)\img_02510.jpg,Grape___Esca_(Black_Measles),12,Grape,Esca (Black Measles),False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Soybean___healthy\img_06419.jpg,Soybean___healthy,24,Soybean,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Apple___healthy\img_00587.jpg,Apple___healthy,3,Apple,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___healthy\img_10782.jpg,Tomato___healthy,37,Tomato,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Late_blight\img_07894.jpg,Tomato___Late_blight,30,Tomato,Late Blight,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Peach___Bacterial_spot\img_04226.jpg,Peach___Bacterial_spot,16,Peach,Bacterial Spot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\img_09790.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35,Tomato,Tomato Yellow Leaf Curl Virus,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Orange___Haunglongbing_(Citrus_greening)\img_03051.jpg,Orange___Haunglongbing_(Citrus_greening),15,Orange,Haunglongbing (Citrus Greening),False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Orange___Haunglongbing_(Citrus_greening)\img_03277.jpg,Orange___Haunglongbing_(Citrus_greening),15,Orange,Haunglongbing (Citrus Greening),False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Peach___Bacterial_spot\img_04032.jpg,Peach___Bacterial_spot,16,Peach,Bacterial Spot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Squash___Powdery_mildew\img_06572.jpg,Squash___Powdery_mildew,25,Squash,Powdery Mildew,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Orange___Haunglongbing_(Citrus_greening)\img_03631.jpg,Orange___Haunglongbing_(Citrus_greening),15,Orange,Haunglongbing (Citrus Greening),False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Target_Spot\img_09354.jpg,Tomato___Target_Spot,34,Tomato,Target Spot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Septoria_leaf_spot\img_08687.jpg,Tomato___Septoria_leaf_spot,32,Tomato,Septoria Leaf Spot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Corn_(maize)___healthy\img_02048.jpg,Corn_(maize)___healthy,10,Corn (Maize),Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Peach___Bacterial_spot\img_04144.jpg,Peach___Bacterial_spot,16,Peach,Bacterial Spot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Corn_(maize)___healthy\img_01881.jpg,Corn_(maize)___healthy,10,Corn (Maize),Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Orange___Haunglongbing_(Citrus_greening)\img_03112.jpg,Orange___Haunglongbing_(Citrus_greening),15,Orange,Haunglongbing (Citrus Greening),False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Septoria_leaf_spot\img_08646.jpg,Tomato___Septoria_leaf_spot,32,Tomato,Septoria Leaf Spot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\img_02804.jpg,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),13,Grape,Leaf Blight (Isariopsis Leaf Spot),False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Late_blight\img_08148.jpg,Tomato___Late_blight,30,Tomato,Late Blight,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Squash___Powdery_mildew\img_06921.jpg,Squash___Powdery_mildew,25,Squash,Powdery Mildew,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___healthy\img_10569.jpg,Tomato___healthy,37,Tomato,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Target_Spot\img_09386.jpg,Tomato___Target_Spot,34,Tomato,Target Spot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Corn_(maize)___Northern_Leaf_Blight\img_01728.jpg,Corn_(maize)___Northern_Leaf_Blight,9,Corn (Maize),Northern Leaf Blight,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Septoria_leaf_spot\img_08751.jpg,Tomato___Septoria_leaf_spot,32,Tomato,Septoria Leaf Spot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Target_Spot\img_09160.jpg,Tomato___Target_Spot,34,Tomato,Target Spot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Orange___Haunglongbing_(Citrus_greening)\img_03786.jpg,Orange___Haunglongbing_(Citrus_greening),15,Orange,Haunglongbing (Citrus Greening),False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Blueberry___healthy\img_00753.jpg,Blueberry___healthy,4,Blueberry,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Potato___Late_blight\img_05274.jpg,Potato___Late_blight,21,Potato,Late Blight,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\img_09485.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35,Tomato,Tomato Yellow Leaf Curl Virus,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Apple___healthy\img_00492.jpg,Apple___healthy,3,Apple,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Early_blight\img_07769.jpg,Tomato___Early_blight,29,Tomato,Early Blight,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Leaf_Mold\img_08352.jpg,Tomato___Leaf_Mold,31,Tomato,Leaf Mold,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\img_02725.jpg,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),13,Grape,Leaf Blight (Isariopsis Leaf Spot),False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\img_09899.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35,Tomato,Tomato Yellow Leaf Curl Virus,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Orange___Haunglongbing_(Citrus_greening)\img_03754.jpg,Orange___Haunglongbing_(Citrus_greening),15,Orange,Haunglongbing (Citrus Greening),False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Orange___Haunglongbing_(Citrus_greening)\img_03327.jpg,Orange___Haunglongbing_(Citrus_greening),15,Orange,Haunglongbing (Citrus Greening),False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Soybean___healthy\img_05589.jpg,Soybean___healthy,24,Soybean,Healthy,True
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Septoria_leaf_spot\img_08445.jpg,Tomato___Septoria_leaf_spot,32,Tomato,Septoria Leaf Spot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Corn_(maize)___Northern_Leaf_Blight\img_01717.jpg,Corn_(maize)___Northern_Leaf_Blight,9,Corn (Maize),Northern Leaf Blight,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Tomato___Septoria_leaf_spot\img_08786.jpg,Tomato___Septoria_leaf_spot,32,Tomato,Septoria Leaf Spot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Peach___Bacterial_spot\img_04120.jpg,Peach___Bacterial_spot,16,Peach,Bacterial Spot,False
C:\Users\user\Desktop\AGRISHIELD\ml-model\dataset\raw\Orange___Haunglongbing_(Citrus_greening)\img_03945.jpg,Orange___Haunglongbing_(Citrus_greening),15,Orange,Haunglongbing (Citrus Greening),False
